,State_Name,Year,Poll,District,LB_Type,LB_Code,LB_Name,Ward_Name,Ward_No,Ward_Reservation,OSN,Candidate_Name,Party,Votes,Position,Status,N_Cand,Valid_Votes,Rejected_Votes,Total_Votes,Total_Electors
2136,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 13,BC(G),2.0,THIRUMANDASU ASHOK,TRS,400.0,1,Elected,2,747.0,8,755.0,908
16272,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 13,BC(G),,NOTA,,1.0,3,,2,747.0,8,755.0,908
2137,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 14,UR(G),1.0,PILLI SRINIVAS,BJP,146.0,3,,3,630.0,7,637.0,825
2138,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 14,UR(G),2.0,SAYYAD YUNUS,INC,290.0,1,Elected,3,630.0,7,637.0,825
2139,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 14,UR(G),3.0,STAMBAMKADI RAMESH,TRS,193.0,2,,3,630.0,7,637.0,825
16273,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 14,UR(G),,NOTA,,1.0,4,,3,630.0,7,637.0,825
2140,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),1.0,ANANTHULA VIJAYALAXMI,TRS,295.0,1,Elected,6,625.0,11,636.0,836
2141,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),2.0,DUDA CHINNAMMA,AIFB,39.0,3,,6,625.0,11,636.0,836
2142,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),3.0,DUDA REKHA,INC,239.0,2,,6,625.0,11,636.0,836
2143,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),4.0,DONAKONDA LATHA,BJP,38.0,4,,6,625.0,11,636.0,836
2144,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),5.0,VUPARAPU JAMUNA,TDP,5.0,6,,6,625.0,11,636.0,836
2145,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),6.0,SAMA SHIVANI,IND,7.0,5,,6,625.0,11,636.0,836
16274,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 15,SC(W),,NOTA,,2.0,7,,6,625.0,11,636.0,836
2098,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 2,UR(G),1.0,INDARAPU RAMAIAH,TRS,364.0,1,Elected,3,578.0,1,579.0,764
2099,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 2,UR(G),2.0,GAJU BHASKAR,BJP,61.0,3,,3,578.0,1,579.0,764
2100,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 2,UR(G),3.0,VOJJALA NARENDHAR,INC,151.0,2,,3,578.0,1,579.0,764
16261,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 2,UR(G),,NOTA,,2.0,4,,3,578.0,1,579.0,764
2101,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 3,UR(W),1.0,BANDARI VIJAYA,BJP,5.0,3,,3,521.0,8,529.0,736
2102,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 3,UR(W),2.0,MADHU SOUJANYA,TRS,233.0,2,,3,521.0,8,529.0,736
2103,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 3,UR(W),3.0,SANGANABATLA SANTHOSHI,INC,281.0,1,Elected,3,521.0,8,529.0,736
16262,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 3,UR(W),,NOTA,,2.0,4,,3,521.0,8,529.0,736
2104,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),1.0,CHITTANOJU SWAPNA,INC,94.0,3,,6,589.0,10,599.0,808
2105,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),2.0,PURANAPU KIRANMAI,TRS,209.0,1,Elected,6,589.0,10,599.0,808
2106,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),3.0,MADVACHARI RADHIKA,BJP,30.0,5,,6,589.0,10,599.0,808
2107,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),4.0,KODIMYALA GANGAMMA,IND,17.0,6,,6,589.0,10,599.0,808
2108,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),5.0,KOMIRELLI SANDHYA,IND,68.0,4,,6,589.0,10,599.0,808
2109,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),6.0,BAKI BHARATHI,IND,171.0,2,,6,589.0,10,599.0,808
16263,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 4,UR(W),,NOTA,,0.0,7,,6,589.0,10,599.0,808
2110,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 5,SC(G),1.0,THARALLA KARTHIK,INC,407.0,1,Elected,4,701.0,19,720.0,893
2111,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 5,SC(G),2.0,MUDUSULA RAJENDHAR,BJP,21.0,3,,4,701.0,19,720.0,893
2112,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 5,SC(G),3.0,MUDUSULA SATHAIAH,TRS,262.0,2,,4,701.0,19,720.0,893
2113,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 5,SC(G),4.0,BADUGU SHEKAR,IND,11.0,4,,4,701.0,19,720.0,893
16264,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 5,SC(G),,NOTA,,0.0,5,,4,701.0,19,720.0,893
2114,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 6,ST(G),1.0,GURRALA SUDHAKAR,TRS,324.0,1,Elected,2,566.0,9,575.0,760
2115,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 6,ST(G),2.0,VANKUDOTH VIJAY BABU,INC,242.0,2,,2,566.0,9,575.0,760
16265,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 6,ST(G),,NOTA,,0.0,3,,2,566.0,9,575.0,760
2116,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 7,UR(G),1.0,KASTURI SHARATH KUMAR,BJP,13.0,4,,4,574.0,14,588.0,738
2117,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 7,UR(G),2.0,CHEERNENI NARSAIAH,TRS,220.0,2,,4,574.0,14,588.0,738
2118,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 7,UR(G),3.0,VEMULA NAGALAXMI,INC,325.0,1,Elected,4,574.0,14,588.0,738
2119,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 7,UR(G),4.0,MANDALOJU SURAJ,IND,16.0,3,,4,574.0,14,588.0,738
16266,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 7,UR(G),,NOTA,,0.0,5,,4,574.0,14,588.0,738
2120,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 8,UR(W),1.0,ASHETTI MAMATHA,INC,235.0,2,,2,680.0,10,690.0,872
2121,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 8,UR(W),2.0,VODNALA UMA LAXMI,TRS,443.0,1,Elected,2,680.0,10,690.0,872
16267,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 8,UR(W),,NOTA,,2.0,3,,2,680.0,10,690.0,872
2122,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 9,BC(W),1.0,JETTI VIJAYA,TRS,211.0,2,,4,721.0,7,728.0,902
2123,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 9,BC(W),2.0,NARAVENI SRAVANI,BJP,55.0,4,,4,721.0,7,728.0,902
2124,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 9,BC(W),3.0,PADMA KOMPALA,INC,329.0,1,Elected,4,721.0,7,728.0,902
2125,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 9,BC(W),4.0,PAMBALA RAJU,IND,124.0,3,,4,721.0,7,728.0,902
16268,Telangana,2020,0,Jagtial,MCL,15,Dharmapuri,, 9,BC(W),,NOTA,,2.0,5,,4,721.0,7,728.0,902
2146,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 1,BC(G),1.0,ANIL KUMAR KUSARI,TRS,623.0,1,Elected,4,1218.0,23,1241.0,1612
2147,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 1,BC(G),2.0,KURMACHALAM SATHISH KUMAR,BJP,137.0,3,,4,1218.0,23,1241.0,1612
2148,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 1,BC(G),3.0,CHETTE GANGADHAR,INC,374.0,2,,4,1218.0,23,1241.0,1612
2149,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 1,BC(G),4.0,PEDDI CHANDRAVATHI,IND,80.0,4,,4,1218.0,23,1241.0,1612
16275,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 1,BC(G),,NOTA,,4.0,5,,4,1218.0,23,1241.0,1612
2184,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 10,UR(W),1.0,TURKA MADHUMATHI,INC,386.0,2,,3,1297.0,17,1314.0,1530
2185,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 10,UR(W),2.0,SIRIKONDA BHARATHI,TRS,535.0,1,Elected,3,1297.0,17,1314.0,1530
2186,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 10,UR(W),3.0,SIRIKONDA VARALAXMI,BJP,374.0,3,,3,1297.0,17,1314.0,1530
16284,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 10,UR(W),,NOTA,,2.0,4,,3,1297.0,17,1314.0,1530
2187,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 11,SC(W),1.0,ELPULA CHAMANTHI,BJP,68.0,3,,5,1324.0,16,1340.0,1697
2188,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 11,SC(W),2.0,BALE LATHA,TRS,653.0,1,Elected,5,1324.0,16,1340.0,1697
2189,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 11,SC(W),3.0,BOLLARAPU SWAPNA,INC,537.0,2,,5,1324.0,16,1340.0,1697
2190,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 11,SC(W),4.0,THIRUNAGARI KALYANI,IND,39.0,4,,5,1324.0,16,1340.0,1697
2191,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 11,SC(W),5.0,NAKKA SOUNDHARYA,IND,22.0,5,,5,1324.0,16,1340.0,1697
16285,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 11,SC(W),,NOTA,,5.0,6,,5,1324.0,16,1340.0,1697
2192,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 12,SC(G),1.0,NAKKA ASHOK,BJP,223.0,3,,5,1462.0,43,1505.0,2000
2193,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 12,SC(G),2.0,NAKKA JEEVAN KUMAR,INC,794.0,1,Elected,5,1462.0,43,1505.0,2000
2194,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 12,SC(G),3.0,MYAKALA PAVAN,TRS,429.0,2,,5,1462.0,43,1505.0,2000
2195,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 12,SC(G),4.0,DUBBA LINGAIAH,IND,5.0,4,,5,1462.0,43,1505.0,2000
2196,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 12,SC(G),5.0,NAKKA GANGADHAR,IND,5.0,5,,5,1462.0,43,1505.0,2000
16286,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 12,SC(G),,NOTA,,6.0,6,,5,1462.0,43,1505.0,2000
2197,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 13,UR(W),1.0,ASAIA SULTHNA,INC,632.0,1,Elected,5,1337.0,19,1356.0,1839
2198,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 13,UR(W),2.0,IRFANA BEGUM,TRS,404.0,2,,5,1337.0,19,1356.0,1839
2199,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 13,UR(W),3.0,SHAKERA PARVIN,AIMIM,158.0,3,,5,1337.0,19,1356.0,1839
2200,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 13,UR(W),4.0,ASIMA BEGUM,IND,57.0,5,,5,1337.0,19,1356.0,1839
2201,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 13,UR(W),5.0,SHAIK AARA SULTHANA,IND,84.0,4,,5,1337.0,19,1356.0,1839
16287,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 13,UR(W),,NOTA,,2.0,6,,5,1337.0,19,1356.0,1839
2202,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 14,BC(W),1.0,ARE SUMITHRA,INC,468.0,2,,5,1380.0,25,1405.0,1726
2203,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 14,BC(W),2.0,KUTHURU PADMA,TRS,671.0,1,Elected,5,1380.0,25,1405.0,1726
2204,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 14,BC(W),3.0,MUDDAM LAVANYA,BJP,202.0,3,,5,1380.0,25,1405.0,1726
2205,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 14,BC(W),4.0,AADHI VASUNDHARA,IND,33.0,4,,5,1380.0,25,1405.0,1726
2206,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 14,BC(W),5.0,MAMIDIPELLI PADMAVATHI,IND,2.0,5,,5,1380.0,25,1405.0,1726
16288,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 14,BC(W),,NOTA,,4.0,6,,5,1380.0,25,1405.0,1726
2207,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),1.0,THOTA MALLIKARJUN,TRS,678.0,1,Elected,7,1345.0,16,1361.0,1694
2208,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),2.0,PURELLA PRASHANTH,BJP,94.0,4,,7,1345.0,16,1361.0,1694
2209,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),3.0,BHEERAM RAJESH,INC,192.0,3,,7,1345.0,16,1361.0,1694
2210,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),4.0,BOLLAM SATISH KUMAR,BCUFP,13.0,7,,7,1345.0,16,1361.0,1694
2211,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),5.0,ENUGULA BHUMAIAH,IND,258.0,2,,7,1345.0,16,1361.0,1694
2212,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),6.0,CHANDHA RADHA KISHAN RAO,IND,64.0,5,,7,1345.0,16,1361.0,1694
2213,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),7.0,RAMIDI RAJASHEKAR,IND,43.0,6,,7,1345.0,16,1361.0,1694
16289,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 15,BC(G),,NOTA,,3.0,8,,7,1345.0,16,1361.0,1694
2214,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 16,UR(G),1.0,KUSARI RAMCHANDRAM,TRS,252.0,2,,5,1090.0,8,1098.0,1519
2215,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 16,UR(G),2.0,CHANDRA PALKALA PADMA BHUSHANAM,INC,122.0,4,,5,1090.0,8,1098.0,1519
2216,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 16,UR(G),3.0,VEERABATHINI ANIL KUMAR,BJP,159.0,3,,5,1090.0,8,1098.0,1519
2217,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 16,UR(G),4.0,JUNNU SANTHOSH KUMAR,IND,119.0,5,,5,1090.0,8,1098.0,1519
2218,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 16,UR(G),5.0,RAJESH KUTHURU,IND,432.0,1,Elected,5,1090.0,8,1098.0,1519
16290,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 16,UR(G),,NOTA,,6.0,6,,5,1090.0,8,1098.0,1519
2219,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 17,UR(W),1.0,ARAVA LAXMI,BJP,345.0,2,,3,1250.0,6,1256.0,1788
2220,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 17,UR(W),2.0,THUNIKI LAXMI,INC,52.0,3,,3,1250.0,6,1256.0,1788
2221,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 17,UR(W),3.0,SIRIKONDA PADMA,TRS,849.0,1,Elected,3,1250.0,6,1256.0,1788
16291,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 17,UR(W),,NOTA,,4.0,4,,3,1250.0,6,1256.0,1788
2222,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 18,UR(G),1.0,ARAVA CHANDRA SHEKHAR RAJU,BJP,129.0,4,,4,992.0,7,999.0,1564
2223,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 18,UR(G),2.0,CHUKKA NAVEEN KUMAR,TRS,384.0,1,Elected,4,992.0,7,999.0,1564
2224,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 18,UR(G),3.0,LATHA CHITLA,INC,296.0,2,,4,992.0,7,999.0,1564
2225,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 18,UR(G),4.0,THAKUR PRABHATH SINGH,IND,178.0,3,,4,992.0,7,999.0,1564
16292,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 18,UR(G),,NOTA,,5.0,5,,4,992.0,7,999.0,1564
2226,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 19,UR(G),1.0,THIRUPURAM SAI KRISHNA,BJP,214.0,3,,4,1111.0,8,1119.0,1718
2227,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 19,UR(G),2.0,BANDA SHANKAR,INC,291.0,2,,4,1111.0,8,1119.0,1718
2228,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 19,UR(G),3.0,MUSKU NARAYANA REDDY,TRS,412.0,1,Elected,4,1111.0,8,1119.0,1718
2229,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 19,UR(G),4.0,MOHAMMED ZAHEER AHMED,IND,192.0,4,,4,1111.0,8,1119.0,1718
16293,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 19,UR(G),,NOTA,,2.0,5,,4,1111.0,8,1119.0,1718
2150,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 2,UR(W),1.0,VULUSE SWARNALATHA,BJP,327.0,2,,3,1212.0,6,1218.0,1758
2151,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 2,UR(W),2.0,PUPPALA TARA DEVI,INC,233.0,3,,3,1212.0,6,1218.0,1758
2152,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 2,UR(W),3.0,BADDAM LATHA REDDY,TRS,644.0,1,Elected,3,1212.0,6,1218.0,1758
16276,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 2,UR(W),,NOTA,,8.0,4,,3,1212.0,6,1218.0,1758
2230,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 20,BC(G),1.0,ANUMALLA KRISHNA HARI,BJP,840.0,1,Elected,4,1302.0,10,1312.0,1840
2231,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 20,BC(G),2.0,AKUBATHINI SRINIVAS,TRS,337.0,2,,4,1302.0,10,1312.0,1840
2232,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 20,BC(G),3.0,MANAPURI MAHESH,INC,97.0,3,,4,1302.0,10,1312.0,1840
2233,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 20,BC(G),4.0,SHESHIKUMAR THANGALAPALLI,IND,23.0,4,,4,1302.0,10,1312.0,1840
16294,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 20,BC(G),,NOTA,,5.0,5,,4,1302.0,10,1312.0,1840
2234,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 21,BC(G),1.0,ALLE GANGASAGAR,TRS,574.0,1,Elected,5,1209.0,16,1225.0,1881
2235,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 21,BC(G),2.0,KATTA SHIVA KUMAR,INC,93.0,4,,5,1209.0,16,1225.0,1881
2236,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 21,BC(G),3.0,KATUKAM SRIHARI,IND,104.0,3,,5,1209.0,16,1225.0,1881
2237,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 21,BC(G),4.0,KASTURI SRI MANJARI,IND,7.0,5,,5,1209.0,16,1225.0,1881
2238,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 21,BC(G),5.0,SAMALA RAJASHEKAR,IND,410.0,2,,5,1209.0,16,1225.0,1881
16295,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 21,BC(G),,NOTA,,21.0,6,,5,1209.0,16,1225.0,1881
2239,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 22,UR(W),1.0,PULI RAMA,BJP,761.0,1,Elected,3,1243.0,5,1248.0,1881
2240,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 22,UR(W),2.0,VEERABATHINI PADMAJA,INC,237.0,3,,3,1243.0,5,1248.0,1881
2241,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 22,UR(W),3.0,SIRIPURAPU USHASRI,TRS,242.0,2,,3,1243.0,5,1248.0,1881
16296,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 22,UR(W),,NOTA,,3.0,4,,3,1243.0,5,1248.0,1881
2242,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 23,UR(G),1.0,CHITYALA RAMESH,BJP,122.0,3,,3,1169.0,10,1179.0,1881
2243,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 23,UR(G),2.0,JUMBARTHI RAJ KUMAR,TRS,631.0,1,Elected,3,1169.0,10,1179.0,1881
2244,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 23,UR(G),3.0,BINGI SUMA,INC,412.0,2,,3,1169.0,10,1179.0,1881
16297,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 23,UR(G),,NOTA,,4.0,4,,3,1169.0,10,1179.0,1881
2245,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 24,UR(G),1.0,GURRAM RAMESH,BJP,452.0,1,Elected,3,1107.0,5,1112.0,1626
2246,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 24,UR(G),2.0,GUNTI INDIRA,INC,236.0,3,,3,1107.0,5,1112.0,1626
2247,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 24,UR(G),3.0,CHANDA PRUTHVIDHAR RAO,TRS,416.0,2,,3,1107.0,5,1112.0,1626
16298,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 24,UR(G),,NOTA,,3.0,4,,3,1107.0,5,1112.0,1626
2248,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 25,BC(W),1.0,ARUMULLA NARSAMMA,TRS,635.0,1,Elected,4,1255.0,12,1267.0,1709
2249,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 25,BC(W),2.0,GAJOJU VARSHINI,BJP,81.0,3,,4,1255.0,12,1267.0,1709
2250,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 25,BC(W),3.0,THOPARAPU LAVANYA,INC,518.0,2,,4,1255.0,12,1267.0,1709
2251,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 25,BC(W),4.0,GUMMULA LAXMI,IND,18.0,4,,4,1255.0,12,1267.0,1709
16299,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 25,BC(W),,NOTA,,3.0,5,,4,1255.0,12,1267.0,1709
2252,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 26,BC(W),1.0,IMRANA BEGUM,INC,197.0,3,,4,1125.0,11,1136.0,1590
2253,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 26,BC(W),2.0,TANZEEL TABASSUM,TRS,399.0,2,,4,1125.0,11,1136.0,1590
2254,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 26,BC(W),3.0,ASMA ANJUM,IND,468.0,1,Elected,4,1125.0,11,1136.0,1590
2255,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 26,BC(W),4.0,JAHEDHA BEGUM,IND,57.0,4,,4,1125.0,11,1136.0,1590
16300,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 26,BC(W),,NOTA,,4.0,5,,4,1125.0,11,1136.0,1590
2256,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),1.0,ZULFEQUAR AHMED,INC,379.0,2,,6,1096.0,18,1114.0,1552
2257,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),2.0,MOHAMMAD MOIZ,TJSP,9.0,5,,6,1096.0,18,1114.0,1552
2258,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),3.0,MOHAMMAD RAJEEDDIN,AIMIM,453.0,1,Elected,6,1096.0,18,1114.0,1552
2259,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),4.0,HABEEB JEELANI,TRS,225.0,3,,6,1096.0,18,1114.0,1552
2260,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),5.0,MOHAMMED AMJAD KHAN,IND,5.0,6,,6,1096.0,18,1114.0,1552
2261,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),6.0,MOHD JAMEEL,IND,23.0,4,,6,1096.0,18,1114.0,1552
16301,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 27,UR(G),,NOTA,,2.0,7,,6,1096.0,18,1114.0,1552
2262,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),1.0,BADUGU PADMA,INC,214.0,4,,6,1355.0,10,1365.0,1719
2263,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),2.0,MEKA PADMAVATHI,TRS,444.0,1,Elected,6,1355.0,10,1365.0,1719
2264,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),3.0,SUNKAPAKA SUJATHA,BJP,311.0,2,,6,1355.0,10,1365.0,1719
2265,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),4.0,KARANGULA CHANDRA LEELA,IND,255.0,3,,6,1355.0,10,1365.0,1719
2266,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),5.0,BALE LATHA,IND,84.0,5,,6,1355.0,10,1365.0,1719
2267,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),6.0,MONUGURI SOUMYARANI,IND,42.0,6,,6,1355.0,10,1365.0,1719
16302,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 28,SC(W),,NOTA,,5.0,7,,6,1355.0,10,1365.0,1719
2268,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 29,BC(G),1.0,KUKKALA DHARMENDHAR,BJP,297.0,2,,4,1380.0,16,1396.0,1717
2269,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 29,BC(G),2.0,PAMBALA RAM KUMAR,TRS,732.0,1,Elected,4,1380.0,16,1396.0,1717
2270,Telangana,2020,0,Jagtial,MCL,16,Jagtiyal,, 29,BC(G),3.0,RANGU VENUGOPAL,INC,60.0,4,,4,1380.0,16,1396.0,1717
